family,model,params,device,backend,precision,input_len,gpus,speed_tps,latency_ms,task,Q,chance,benchmark_class
Qwen2.5,Qwen2.5-72B,72.71,A100 80GB,vLLM,BF16,14336,4,30.1,544318.9368770764,MultiPL-E,0.5870000000000001,0.0,headroom
Qwen2.5,Qwen2.5-0.5B,0.49,A100 80GB,vLLM,BF16,30720,1,264.51,123881.89482439228,MultiPL-E,0.187,0.0,headroom
Qwen2.5,Qwen2.5-1.5B,1.54,A100 80GB,vLLM,BF16,30720,1,152.04,215522.23099184426,MultiPL-E,0.331,0.0,headroom
Qwen2.5,Qwen2.5-3B,3.09,A100 80GB,vLLM,BF16,30720,1,105.88,309482.4329429543,MultiPL-E,0.39649999999999996,0.0,headroom
Qwen2.5,Qwen2.5-7B,7.62,A100 80GB,vLLM,BF16,30720,1,70.33,465917.81601023744,MultiPL-E,0.5073,0.0,headroom
Qwen2.5,Qwen2.5-14B,14.77,A100 80GB,vLLM,BF16,30720,1,37.18,881334.0505648198,MultiPL-E,0.5478999999999999,0.0,headroom
Qwen2.5,Qwen2.5-32B,32.76,A100 80GB,vLLM,BF16,30720,2,31.82,1029792.5832809553,MultiPL-E,0.583,0.0,headroom
Qwen2.5,Qwen2.5-72B,72.71,A100 80GB,vLLM,BF16,30720,4,27.53,1190265.1652742461,MultiPL-E,0.5870000000000001,0.0,headroom
Qwen2.5,Qwen2.5-7B,7.62,A100 80GB,vLLM,BF16,63488,1,50.86,1288556.822650413,MultiPL-E,0.5073,0.0,headroom
Qwen2.5,Qwen2.5-14B,14.77,A100 80GB,vLLM,BF16,63488,1,26.85,2440819.3668528865,MultiPL-E,0.5478999999999999,0.0,headroom
Qwen2.5,Qwen2.5-32B,32.76,A100 80GB,vLLM,BF16,63488,2,24.45,2680408.9979550103,MultiPL-E,0.583,0.0,headroom
Qwen2.5,Qwen2.5-72B,72.71,A100 80GB,vLLM,BF16,63488,4,20.74,3159884.281581485,MultiPL-E,0.5870000000000001,0.0,headroom
Qwen2.5,Qwen2.5-7B,7.62,A100 80GB,vLLM,BF16,129024,1,28.94,4529094.678645473,MultiPL-E,0.5073,0.0,headroom
Qwen2.5,Qwen2.5-14B,14.77,A100 80GB,vLLM,BF16,129024,1,14.53,9020784.583620097,MultiPL-E,0.5478999999999999,0.0,headroom
Qwen2.5,Qwen2.5-32B,32.76,A100 80GB,vLLM,BF16,129024,2,14.31,9159468.902865129,MultiPL-E,0.583,0.0,headroom
Qwen2.5,Qwen2.5-72B,72.71,A100 80GB,vLLM,BF16,129024,4,12.68,10336908.517350158,MultiPL-E,0.5870000000000001,0.0,headroom
Qwen2.5,Qwen2.5-0.5B,0.49,A100 80GB,Transformers,BF16,1,1,47.4,43227.84810126582,SuperGPQA,0.113,0.1,headroom
Qwen2.5,Qwen2.5-1.5B,1.54,A100 80GB,Transformers,BF16,1,1,39.68,51638.104838709674,SuperGPQA,0.1764,0.1,headroom
Qwen2.5,Qwen2.5-3B,3.09,A100 80GB,Transformers,BF16,1,1,30.8,66525.97402597402,SuperGPQA,0.20309999999999997,0.1,headroom
Qwen2.5,Qwen2.5-7B,7.62,A100 80GB,Transformers,BF16,1,1,40.38,50742.942050520054,SuperGPQA,0.2634,0.1,headroom
Qwen2.5,Qwen2.5-14B,14.77,A100 80GB,Transformers,BF16,1,1,24.74,82821.341956346,SuperGPQA,0.3068,0.1,headroom
Qwen2.5,Qwen2.5-32B,32.76,A100 80GB,Transformers,BF16,1,1,17.54,116818.7001140251,SuperGPQA,0.33549999999999996,0.1,headroom
Qwen2.5,Qwen2.5-72B,72.71,A100 80GB,Transformers,BF16,1,2,8.73,234707.9037800687,SuperGPQA,0.36200000000000004,0.1,headroom
Qwen2.5,Qwen2.5-0.5B,0.49,A100 80GB,Transformers,BF16,6144,1,47.45,172644.8893572181,SuperGPQA,0.113,0.1,headroom
Qwen2.5,Qwen2.5-1.5B,1.54,A100 80GB,Transformers,BF16,6144,1,40.88,200391.3894324853,SuperGPQA,0.1764,0.1,headroom
Qwen2.5,Qwen2.5-3B,3.09,A100 80GB,Transformers,BF16,6144,1,32.2,254409.93788819874,SuperGPQA,0.20309999999999997,0.1,headroom
Qwen2.5,Qwen2.5-7B,7.62,A100 80GB,Transformers,BF16,6144,1,38.76,211351.90918472654,SuperGPQA,0.2634,0.1,headroom
Qwen2.5,Qwen2.5-14B,14.77,A100 80GB,Transformers,BF16,6144,1,20.51,399414.9195514383,SuperGPQA,0.3068,0.1,headroom
Qwen2.5,Qwen2.5-32B,32.76,A100 80GB,Transformers,BF16,6144,1,12.49,655884.707766213,SuperGPQA,0.33549999999999996,0.1,headroom
Qwen2.5,Qwen2.5-72B,72.71,A100 80GB,Transformers,BF16,6144,2,6.39,1282003.129890454,SuperGPQA,0.36200000000000004,0.1,headroom
Qwen2.5,Qwen2.5-0.5B,0.49,A100 80GB,Transformers,BF16,14336,1,47.11,347781.7873063044,SuperGPQA,0.113,0.1,headroom
Qwen2.5,Qwen2.5-1.5B,1.54,A100 80GB,Transformers,BF16,14336,1,40.43,405243.63096710364,SuperGPQA,0.1764,0.1,headroom
Qwen2.5,Qwen2.5-3B,3.09,A100 80GB,Transformers,BF16,14336,1,31.72,516519.5460277428,SuperGPQA,0.20309999999999997,0.1,headroom
Qwen2.5,Qwen2.5-7B,7.62,A100 80GB,Transformers,BF16,14336,1,29.78,550167.8979180658,SuperGPQA,0.2634,0.1,headroom
Qwen2.5,Qwen2.5-14B,14.77,A100 80GB,Transformers,BF16,14336,1,13.92,1177011.4942528736,SuperGPQA,0.3068,0.1,headroom
Qwen2.5,Qwen2.5-32B,32.76,A100 80GB,Transformers,BF16,14336,1,8.95,1830614.525139665,SuperGPQA,0.33549999999999996,0.1,headroom
Qwen2.5,Qwen2.5-72B,72.71,A100 80GB,Transformers,BF16,14336,3,4.25,3855058.8235294116,SuperGPQA,0.36200000000000004,0.1,headroom
Qwen2.5,Qwen2.5-0.5B,0.49,A100 80GB,Transformers,BF16,30720,1,47.16,694826.1238337575,SuperGPQA,0.113,0.1,headroom
Qwen2.5,Qwen2.5-1.5B,1.54,A100 80GB,Transformers,BF16,30720,1,38.59,849131.8994558175,SuperGPQA,0.1764,0.1,headroom
Qwen2.5,Qwen2.5-3B,3.09,A100 80GB,Transformers,BF16,30720,1,25.37,1291604.2569964523,SuperGPQA,0.20309999999999997,0.1,headroom
Qwen2.5,Qwen2.5-7B,7.62,A100 80GB,Transformers,BF16,30720,1,18.83,1740201.805629315,SuperGPQA,0.2634,0.1,headroom
Qwen2.5,Qwen2.5-14B,14.77,A100 80GB,Transformers,BF16,30720,1,8.2,3996097.5609756103,SuperGPQA,0.3068,0.1,headroom
Qwen2.5,Qwen2.5-32B,32.76,A100 80GB,Transformers,BF16,30720,1,5.59,5861896.243291592,SuperGPQA,0.33549999999999996,0.1,headroom
Qwen2.5,Qwen2.5-72B,72.71,A100 80GB,Transformers,BF16,30720,3,2.94,11145578.231292518,SuperGPQA,0.36200000000000004,0.1,headroom
Qwen2.5,Qwen2.5-0.5B,0.49,A100 80GB,vLLM,BF16,1,1,311.55,6576.793452094366,SuperGPQA,0.113,0.1,headroom
Qwen2.5,Qwen2.5-1.5B,1.54,A100 80GB,vLLM,BF16,1,1,183.33,11176.566846669939,SuperGPQA,0.1764,0.1,headroom
Qwen2.5,Qwen2.5-3B,3.09,A100 80GB,vLLM,BF16,1,1,127.61,16056.735365566961,SuperGPQA,0.20309999999999997,0.1,headroom
Qwen2.5,Qwen2.5-7B,7.62,A100 80GB,vLLM,BF16,1,1,84.28,24311.817750355956,SuperGPQA,0.2634,0.1,headroom
Qwen2.5,Qwen2.5-14B,14.77,A100 80GB,vLLM,BF16,1,1,46.3,44254.859611231106,SuperGPQA,0.3068,0.1,headroom
Qwen2.5,Qwen2.5-32B,32.76,A100 80GB,vLLM,BF16,1,1,22.13,92589.24536827835,SuperGPQA,0.33549999999999996,0.1,headroom
Qwen2.5,Qwen2.5-72B,72.71,A100 80GB,vLLM,BF16,1,2,18.19,112644.31006047278,SuperGPQA,0.36200000000000004,0.1,headroom
Qwen2.5,Qwen2.5-72B,72.71,A100 80GB,vLLM,BF16,1,4,31.37,65317.18202103921,SuperGPQA,0.36200000000000004,0.1,headroom
Qwen2.5,Qwen2.5-0.5B,0.49,A100 80GB,vLLM,BF16,6144,1,304.79,26877.522228419566,SuperGPQA,0.113,0.1,headroom
Qwen2.5,Qwen2.5-1.5B,1.54,A100 80GB,vLLM,BF16,6144,1,176.68,46366.311976454606,SuperGPQA,0.1764,0.1,headroom
Qwen2.5,Qwen2.5-3B,3.09,A100 80GB,vLLM,BF16,6144,1,123.15,66520.50345107591,SuperGPQA,0.20309999999999997,0.1,headroom
Qwen2.5,Qwen2.5-7B,7.62,A100 80GB,vLLM,BF16,6144,1,80.7,101511.77199504337,SuperGPQA,0.2634,0.1,headroom
Qwen2.5,Qwen2.5-14B,14.77,A100 80GB,vLLM,BF16,6144,1,43.83,186903.9470682181,SuperGPQA,0.3068,0.1,headroom
Qwen2.5,Qwen2.5-32B,32.76,A100 80GB,vLLM,BF16,6144,1,21.05,389168.6460807601,SuperGPQA,0.33549999999999996,0.1,headroom
Qwen2.5,Qwen2.5-72B,72.71,A100 80GB,vLLM,BF16,6144,4,29.9,273979.9331103679,SuperGPQA,0.36200000000000004,0.1,headroom
Qwen2.5,Qwen2.5-0.5B,0.49,A100 80GB,vLLM,BF16,14336,1,290.28,56442.05594598319,SuperGPQA,0.113,0.1,headroom
Qwen2.5,Qwen2.5-1.5B,1.54,A100 80GB,vLLM,BF16,14336,1,168.69,97124.90366945285,SuperGPQA,0.1764,0.1,headroom
Qwen2.5,Qwen2.5-3B,3.09,A100 80GB,vLLM,BF16,14336,1,117.35,139616.5317426502,SuperGPQA,0.20309999999999997,0.1,headroom
Qwen2.5,Qwen2.5-7B,7.62,A100 80GB,vLLM,BF16,14336,1,77.69,210889.432359377,SuperGPQA,0.2634,0.1,headroom
Qwen2.5,Qwen2.5-14B,14.77,A100 80GB,vLLM,BF16,14336,1,41.91,390932.95156287285,SuperGPQA,0.3068,0.1,headroom
Qwen2.5,Qwen2.5-32B,32.76,A100 80GB,vLLM,BF16,14336,1,19.91,822903.0637870417,SuperGPQA,0.33549999999999996,0.1,headroom
Qwen2.5,Qwen2.5-72B,72.71,A100 80GB,vLLM,BF16,14336,4,30.1,544318.9368770764,SuperGPQA,0.36200000000000004,0.1,headroom
Qwen2.5,Qwen2.5-0.5B,0.49,A100 80GB,vLLM,BF16,30720,1,264.51,123881.89482439228,SuperGPQA,0.113,0.1,headroom
Qwen2.5,Qwen2.5-1.5B,1.54,A100 80GB,vLLM,BF16,30720,1,152.04,215522.23099184426,SuperGPQA,0.1764,0.1,headroom
Qwen2.5,Qwen2.5-3B,3.09,A100 80GB,vLLM,BF16,30720,1,105.88,309482.4329429543,SuperGPQA,0.20309999999999997,0.1,headroom
Qwen2.5,Qwen2.5-7B,7.62,A100 80GB,vLLM,BF16,30720,1,70.33,465917.81601023744,SuperGPQA,0.2634,0.1,headroom
Qwen2.5,Qwen2.5-14B,14.77,A100 80GB,vLLM,BF16,30720,1,37.18,881334.0505648198,SuperGPQA,0.3068,0.1,headroom
Qwen2.5,Qwen2.5-32B,32.76,A100 80GB,vLLM,BF16,30720,2,31.82,1029792.5832809553,SuperGPQA,0.33549999999999996,0.1,headroom
Qwen2.5,Qwen2.5-72B,72.71,A100 80GB,vLLM,BF16,30720,4,27.53,1190265.1652742461,SuperGPQA,0.36200000000000004,0.1,headroom
Qwen2.5,Qwen2.5-7B,7.62,A100 80GB,vLLM,BF16,63488,1,50.86,1288556.822650413,SuperGPQA,0.2634,0.1,headroom
Qwen2.5,Qwen2.5-14B,14.77,A100 80GB,vLLM,BF16,63488,1,26.85,2440819.3668528865,SuperGPQA,0.3068,0.1,headroom
Qwen2.5,Qwen2.5-32B,32.76,A100 80GB,vLLM,BF16,63488,2,24.45,2680408.9979550103,SuperGPQA,0.33549999999999996,0.1,headroom
Qwen2.5,Qwen2.5-72B,72.71,A100 80GB,vLLM,BF16,63488,4,20.74,3159884.281581485,SuperGPQA,0.36200000000000004,0.1,headroom
Qwen2.5,Qwen2.5-7B,7.62,A100 80GB,vLLM,BF16,129024,1,28.94,4529094.678645473,SuperGPQA,0.2634,0.1,headroom
Qwen2.5,Qwen2.5-14B,14.77,A100 80GB,vLLM,BF16,129024,1,14.53,9020784.583620097,SuperGPQA,0.3068,0.1,headroom
Qwen2.5,Qwen2.5-32B,32.76,A100 80GB,vLLM,BF16,129024,2,14.31,9159468.902865129,SuperGPQA,0.33549999999999996,0.1,headroom
Qwen2.5,Qwen2.5-72B,72.71,A100 80GB,vLLM,BF16,129024,4,12.68,10336908.517350158,SuperGPQA,0.36200000000000004,0.1,headroom
Qwen3,Qwen3-0.6B,0.6,H20 96GB,SGLang,BF16,1,1,414.17,4947.243885361084,BBH,0.4147,0.0,headroom
Qwen3,Qwen3-1.7B,1.72,H20 96GB,SGLang,BF16,1,1,227.8,8994.732221246708,BBH,0.5447,0.0,headroom
Qwen3,Qwen3-4B,4.02,H20 96GB,SGLang,BF16,1,1,133.13,15390.97123112747,BBH,0.7259,0.0,headroom
Qwen3,Qwen3-8B,8.19,H20 96GB,SGLang,BF16,1,1,81.73,25070.35360332803,BBH,0.784,0.0,headroom
Qwen3,Qwen3-14B,14.77,H20 96GB,SGLang,BF16,1,1,47.1,43503.1847133758,BBH,0.8107,0.0,headroom
Qwen3,Qwen3-32B,32.76,H20 96GB,SGLang,BF16,1,1,20.72,98889.96138996139,BBH,0.8737999999999999,0.0,headroom
Qwen3,Qwen3-0.6B,0.6,H20 96GB,SGLang,BF16,6144,1,1426.46,5742.887988446924,BBH,0.4147,0.0,headroom
Qwen3,Qwen3-1.7B,1.72,H20 96GB,SGLang,BF16,6144,1,838.28,9772.391086510474,BBH,0.5447,0.0,headroom
Qwen3,Qwen3-4B,4.02,H20 96GB,SGLang,BF16,6144,1,466.19,17572.23449666445,BBH,0.7259,0.0,headroom
Qwen3,Qwen3-8B,8.19,H20 96GB,SGLang,BF16,6144,1,296.25,27652.320675105486,BBH,0.784,0.0,headroom
Qwen3,Qwen3-14B,14.77,H20 96GB,SGLang,BF16,6144,1,174.85,46851.587074635405,BBH,0.8107,0.0,headroom
Qwen3,Qwen3-32B,32.76,H20 96GB,SGLang,BF16,6144,1,77.82,105268.5684913904,BBH,0.8737999999999999,0.0,headroom
Qwen3,Qwen3-0.6B,0.6,H20 96GB,SGLang,BF16,14336,1,2478.02,6611.730333088514,BBH,0.4147,0.0,headroom
Qwen3,Qwen3-1.7B,1.72,H20 96GB,SGLang,BF16,14336,1,1525.71,10738.606943652463,BBH,0.5447,0.0,headroom
Qwen3,Qwen3-4B,4.02,H20 96GB,SGLang,BF16,14336,1,789.25,20758.948368704467,BBH,0.7259,0.0,headroom
Qwen3,Qwen3-8B,8.19,H20 96GB,SGLang,BF16,14336,1,524.7,31225.462168858394,BBH,0.784,0.0,headroom
Qwen3,Qwen3-14B,14.77,H20 96GB,SGLang,BF16,14336,1,317.56,51593.399672502834,BBH,0.8107,0.0,headroom
Qwen3,Qwen3-32B,32.76,H20 96GB,SGLang,BF16,14336,1,143.08,114509.36538999161,BBH,0.8737999999999999,0.0,headroom
Qwen3,Qwen3-0.6B,0.6,H20 96GB,SGLang,BF16,30720,1,3577.42,9159.67373134829,BBH,0.4147,0.0,headroom
Qwen3,Qwen3-1.7B,1.72,H20 96GB,SGLang,BF16,30720,1,2439.03,13434.84909984707,BBH,0.5447,0.0,headroom
Qwen3,Qwen3-4B,4.02,H20 96GB,SGLang,BF16,30720,1,1165.75,28108.942740724855,BBH,0.7259,0.0,headroom
Qwen3,Qwen3-8B,8.19,H20 96GB,SGLang,BF16,30720,1,832.67,39352.92492824289,BBH,0.784,0.0,headroom
Qwen3,Qwen3-14B,14.77,H20 96GB,SGLang,BF16,30720,1,525.8,62320.27386839103,BBH,0.8107,0.0,headroom
Qwen3,Qwen3-32B,32.76,H20 96GB,SGLang,BF16,30720,1,240.75,136107.9958463136,BBH,0.8737999999999999,0.0,headroom
Qwen3,Qwen3-4B,4.02,H20 96GB,SGLang,BF16,63488,1,1423.98,46023.118302223345,BBH,0.7259,0.0,headroom
Qwen3,Qwen3-8B,8.19,H20 96GB,SGLang,BF16,63488,1,1112.78,58893.94130016715,BBH,0.784,0.0,headroom
Qwen3,Qwen3-14B,14.77,H20 96GB,SGLang,BF16,63488,1,742.36,88280.61856781076,BBH,0.8107,0.0,headroom
Qwen3,Qwen3-32B,32.76,H20 96GB,SGLang,BF16,63488,1,342.96,191089.33986470726,BBH,0.8737999999999999,0.0,headroom
Qwen3,Qwen3-4B,4.02,H20 96GB,SGLang,BF16,129042,1,1371.04,95613.54883883767,BBH,0.7259,0.0,headroom
Qwen3,Qwen3-8B,8.19,H20 96GB,SGLang,BF16,129042,1,1173.32,111725.70142842532,BBH,0.784,0.0,headroom
Qwen3,Qwen3-14B,14.77,H20 96GB,SGLang,BF16,129042,1,826.15,158675.78526901896,BBH,0.8107,0.0,headroom
Qwen3,Qwen3-32B,32.76,H20 96GB,SGLang,BF16,129042,2,711.4,184270.45262861962,BBH,0.8737999999999999,0.0,headroom
Qwen3,Qwen3-0.6B,0.6,H20 96GB,Transformers,BF16,1,1,58.57,34983.78009219737,BBH,0.4147,0.0,headroom
Qwen3,Qwen3-1.7B,1.72,H20 96GB,Transformers,BF16,1,1,59.83,34247.033260905904,BBH,0.5447,0.0,headroom
Qwen3,Qwen3-4B,4.02,H20 96GB,Transformers,BF16,1,1,45.94,44601.65433173705,BBH,0.7259,0.0,headroom
Qwen3,Qwen3-8B,8.19,H20 96GB,Transformers,BF16,1,1,45.32,45211.82700794351,BBH,0.784,0.0,headroom
Qwen3,Qwen3-14B,14.77,H20 96GB,Transformers,BF16,1,1,40.66,50393.50713231678,BBH,0.8107,0.0,headroom
Qwen3,Qwen3-32B,32.76,H20 96GB,Transformers,BF16,1,1,26.24,78086.89024390244,BBH,0.8737999999999999,0.0,headroom
Qwen3,Qwen3-0.6B,0.6,H20 96GB,Transformers,BF16,6144,1,154.82,52913.060328122985,BBH,0.4147,0.0,headroom
Qwen3,Qwen3-1.7B,1.72,H20 96GB,Transformers,BF16,6144,1,238.53,34343.68842493607,BBH,0.5447,0.0,headroom
Qwen3,Qwen3-4B,4.02,H20 96GB,Transformers,BF16,6144,1,159.95,51216.00500156299,BBH,0.7259,0.0,headroom
Qwen3,Qwen3-8B,8.19,H20 96GB,Transformers,BF16,6144,1,146.12,56063.50944429236,BBH,0.784,0.0,headroom
Qwen3,Qwen3-14B,14.77,H20 96GB,Transformers,BF16,6144,1,108.52,75488.38923700701,BBH,0.8107,0.0,headroom
Qwen3,Qwen3-32B,32.76,H20 96GB,Transformers,BF16,6144,1,51.41,159346.4306555145,BBH,0.8737999999999999,0.0,headroom
Qwen3,Qwen3-0.6B,0.6,H20 96GB,Transformers,BF16,14336,1,168.48,97245.96391263058,BBH,0.4147,0.0,headroom
Qwen3,Qwen3-1.7B,1.72,H20 96GB,Transformers,BF16,14336,1,352.59,46467.56856405457,BBH,0.5447,0.0,headroom
Qwen3,Qwen3-4B,4.02,H20 96GB,Transformers,BF16,14336,1,195.31,83887.15375556807,BBH,0.7259,0.0,headroom
Qwen3,Qwen3-8B,8.19,H20 96GB,Transformers,BF16,14336,1,183.29,89388.40089475695,BBH,0.784,0.0,headroom
Qwen3,Qwen3-14B,14.77,H20 96GB,Transformers,BF16,14336,1,136.36,120152.53740099735,BBH,0.8107,0.0,headroom
Qwen3,Qwen3-32B,32.76,H20 96GB,Transformers,BF16,14336,1,62.41,262522.031725685,BBH,0.8737999999999999,0.0,headroom
Qwen3,Qwen3-0.6B,0.6,H20 96GB,Transformers,BF16,30720,1,175.93,186255.89723185357,BBH,0.4147,0.0,headroom
Qwen3,Qwen3-1.7B,1.72,H20 96GB,Transformers,BF16,30720,1,418.13,78367.97168344773,BBH,0.5447,0.0,headroom
Qwen3,Qwen3-4B,4.02,H20 96GB,Transformers,BF16,30720,1,217.97,150332.61457998806,BBH,0.7259,0.0,headroom
Qwen3,Qwen3-8B,8.19,H20 96GB,Transformers,BF16,30720,1,208.98,156799.69375059815,BBH,0.784,0.0,headroom
Qwen3,Qwen3-14B,14.77,H20 96GB,Transformers,BF16,30720,1,155.38,210889.432359377,BBH,0.8107,0.0,headroom
Qwen3,Qwen3-32B,32.76,H20 96GB,Transformers,BF16,30720,1,69.16,473799.8843262001,BBH,0.8737999999999999,0.0,headroom
Qwen3,Qwen3-0.6B,0.6,H20 96GB,SGLang,BF16,1,1,414.17,4947.243885361084,CRUX-O,0.27,0.0,headroom
Qwen3,Qwen3-1.7B,1.72,H20 96GB,SGLang,BF16,1,1,227.8,8994.732221246708,CRUX-O,0.364,0.0,headroom
Qwen3,Qwen3-4B,4.02,H20 96GB,SGLang,BF16,1,1,133.13,15390.97123112747,CRUX-O,0.55,0.0,headroom
Qwen3,Qwen3-8B,8.19,H20 96GB,SGLang,BF16,1,1,81.73,25070.35360332803,CRUX-O,0.62,0.0,headroom
Qwen3,Qwen3-14B,14.77,H20 96GB,SGLang,BF16,1,1,47.1,43503.1847133758,CRUX-O,0.6859999999999999,0.0,headroom
Qwen3,Qwen3-32B,32.76,H20 96GB,SGLang,BF16,1,1,20.72,98889.96138996139,CRUX-O,0.725,0.0,headroom
Qwen3,Qwen3-0.6B,0.6,H20 96GB,SGLang,BF16,6144,1,1426.46,5742.887988446924,CRUX-O,0.27,0.0,headroom
Qwen3,Qwen3-1.7B,1.72,H20 96GB,SGLang,BF16,6144,1,838.28,9772.391086510474,CRUX-O,0.364,0.0,headroom
Qwen3,Qwen3-4B,4.02,H20 96GB,SGLang,BF16,6144,1,466.19,17572.23449666445,CRUX-O,0.55,0.0,headroom
Qwen3,Qwen3-8B,8.19,H20 96GB,SGLang,BF16,6144,1,296.25,27652.320675105486,CRUX-O,0.62,0.0,headroom
Qwen3,Qwen3-14B,14.77,H20 96GB,SGLang,BF16,6144,1,174.85,46851.587074635405,CRUX-O,0.6859999999999999,0.0,headroom
Qwen3,Qwen3-32B,32.76,H20 96GB,SGLang,BF16,6144,1,77.82,105268.5684913904,CRUX-O,0.725,0.0,headroom
Qwen3,Qwen3-0.6B,0.6,H20 96GB,SGLang,BF16,14336,1,2478.02,6611.730333088514,CRUX-O,0.27,0.0,headroom
Qwen3,Qwen3-1.7B,1.72,H20 96GB,SGLang,BF16,14336,1,1525.71,10738.606943652463,CRUX-O,0.364,0.0,headroom
Qwen3,Qwen3-4B,4.02,H20 96GB,SGLang,BF16,14336,1,789.25,20758.948368704467,CRUX-O,0.55,0.0,headroom
Qwen3,Qwen3-8B,8.19,H20 96GB,SGLang,BF16,14336,1,524.7,31225.462168858394,CRUX-O,0.62,0.0,headroom
Qwen3,Qwen3-14B,14.77,H20 96GB,SGLang,BF16,14336,1,317.56,51593.399672502834,CRUX-O,0.6859999999999999,0.0,headroom
Qwen3,Qwen3-32B,32.76,H20 96GB,SGLang,BF16,14336,1,143.08,114509.36538999161,CRUX-O,0.725,0.0,headroom
Qwen3,Qwen3-0.6B,0.6,H20 96GB,SGLang,BF16,30720,1,3577.42,9159.67373134829,CRUX-O,0.27,0.0,headroom
Qwen3,Qwen3-1.7B,1.72,H20 96GB,SGLang,BF16,30720,1,2439.03,13434.84909984707,CRUX-O,0.364,0.0,headroom
Qwen3,Qwen3-4B,4.02,H20 96GB,SGLang,BF16,30720,1,1165.75,28108.942740724855,CRUX-O,0.55,0.0,headroom
Qwen3,Qwen3-8B,8.19,H20 96GB,SGLang,BF16,30720,1,832.67,39352.92492824289,CRUX-O,0.62,0.0,headroom
Qwen3,Qwen3-14B,14.77,H20 96GB,SGLang,BF16,30720,1,525.8,62320.27386839103,CRUX-O,0.6859999999999999,0.0,headroom
Qwen3,Qwen3-32B,32.76,H20 96GB,SGLang,BF16,30720,1,240.75,136107.9958463136,CRUX-O,0.725,0.0,headroom
Qwen3,Qwen3-4B,4.02,H20 96GB,SGLang,BF16,63488,1,1423.98,46023.118302223345,CRUX-O,0.55,0.0,headroom
Qwen3,Qwen3-8B,8.19,H20 96GB,SGLang,BF16,63488,1,1112.78,58893.94130016715,CRUX-O,0.62,0.0,headroom
Qwen3,Qwen3-14B,14.77,H20 96GB,SGLang,BF16,63488,1,742.36,88280.61856781076,CRUX-O,0.6859999999999999,0.0,headroom
Qwen3,Qwen3-32B,32.76,H20 96GB,SGLang,BF16,63488,1,342.96,191089.33986470726,CRUX-O,0.725,0.0,headroom
Qwen3,Qwen3-4B,4.02,H20 96GB,SGLang,BF16,129042,1,1371.04,95613.54883883767,CRUX-O,0.55,0.0,headroom
Qwen3,Qwen3-8B,8.19,H20 96GB,SGLang,BF16,129042,1,1173.32,111725.70142842532,CRUX-O,0.62,0.0,headroom
Qwen3,Qwen3-14B,14.77,H20 96GB,SGLang,BF16,129042,1,826.15,158675.78526901896,CRUX-O,0.6859999999999999,0.0,headroom
Qwen3,Qwen3-32B,32.76,H20 96GB,SGLang,BF16,129042,2,711.4,184270.45262861962,CRUX-O,0.725,0.0,headroom
Qwen3,Qwen3-0.6B,0.6,H20 96GB,Transformers,BF16,1,1,58.57,34983.78009219737,CRUX-O,0.27,0.0,headroom
Qwen3,Qwen3-1.7B,1.72,H20 96GB,Transformers,BF16,1,1,59.83,34247.033260905904,CRUX-O,0.364,0.0,headroom
Qwen3,Qwen3-4B,4.02,H20 96GB,Transformers,BF16,1,1,45.94,44601.65433173705,CRUX-O,0.55,0.0,headroom
Qwen3,Qwen3-8B,8.19,H20 96GB,Transformers,BF16,1,1,45.32,45211.82700794351,CRUX-O,0.62,0.0,headroom
Qwen3,Qwen3-14B,14.77,H20 96GB,Transformers,BF16,1,1,40.66,50393.50713231678,CRUX-O,0.6859999999999999,0.0,headroom
Qwen3,Qwen3-32B,32.76,H20 96GB,Transformers,BF16,1,1,26.24,78086.89024390244,CRUX-O,0.725,0.0,headroom
Qwen3,Qwen3-0.6B,0.6,H20 96GB,Transformers,BF16,6144,1,154.82,52913.060328122985,CRUX-O,0.27,0.0,headroom
Qwen3,Qwen3-1.7B,1.72,H20 96GB,Transformers,BF16,6144,1,238.53,34343.68842493607,CRUX-O,0.364,0.0,headroom
Qwen3,Qwen3-4B,4.02,H20 96GB,Transformers,BF16,6144,1,159.95,51216.00500156299,CRUX-O,0.55,0.0,headroom
Qwen3,Qwen3-8B,8.19,H20 96GB,Transformers,BF16,6144,1,146.12,56063.50944429236,CRUX-O,0.62,0.0,headroom
Qwen3,Qwen3-14B,14.77,H20 96GB,Transformers,BF16,6144,1,108.52,75488.38923700701,CRUX-O,0.6859999999999999,0.0,headroom
Qwen3,Qwen3-32B,32.76,H20 96GB,Transformers,BF16,6144,1,51.41,159346.4306555145,CRUX-O,0.725,0.0,headroom
Qwen3,Qwen3-0.6B,0.6,H20 96GB,Transformers,BF16,14336,1,168.48,97245.96391263058,CRUX-O,0.27,0.0,headroom
Qwen3,Qwen3-1.7B,1.72,H20 96GB,Transformers,BF16,14336,1,352.59,46467.56856405457,CRUX-O,0.364,0.0,headroom
Qwen3,Qwen3-4B,4.02,H20 96GB,Transformers,BF16,14336,1,195.31,83887.15375556807,CRUX-O,0.55,0.0,headroom
Qwen3,Qwen3-8B,8.19,H20 96GB,Transformers,BF16,14336,1,183.29,89388.40089475695,CRUX-O,0.62,0.0,headroom
Qwen3,Qwen3-14B,14.77,H20 96GB,Transformers,BF16,14336,1,136.36,120152.53740099735,CRUX-O,0.6859999999999999,0.0,headroom
Qwen3,Qwen3-32B,32.76,H20 96GB,Transformers,BF16,14336,1,62.41,262522.031725685,CRUX-O,0.725,0.0,headroom
