family,model,params,device,backend,precision,input_len,gpus,speed_tps,latency_ms,task,Q,chance,benchmark_class
Qwen2.5,Qwen2.5-0.5B,0.49,A100 80GB,Transformers,BF16,1,1,47.4,43227.84810126582,BBH,0.203,0.0,headroom
Qwen2.5,Qwen2.5-1.5B,1.54,A100 80GB,Transformers,BF16,1,1,39.68,51638.104838709674,BBH,0.451,0.0,headroom
Qwen2.5,Qwen2.5-3B,3.09,A100 80GB,Transformers,BF16,1,1,30.8,66525.97402597402,BBH,0.563,0.0,headroom
Qwen2.5,Qwen2.5-7B,7.62,A100 80GB,Transformers,BF16,1,1,40.38,50742.942050520054,BBH,0.7040000000000001,0.0,headroom
Qwen2.5,Qwen2.5-14B,14.77,A100 80GB,Transformers,BF16,1,1,24.74,82821.341956346,BBH,0.7818,0.0,headroom
Qwen2.5,Qwen2.5-32B,32.76,A100 80GB,Transformers,BF16,1,1,17.54,116818.7001140251,BBH,0.8448,0.0,headroom
Qwen2.5,Qwen2.5-72B,72.71,A100 80GB,Transformers,BF16,1,2,8.73,234707.9037800687,BBH,0.863,0.0,headroom
Qwen2.5,Qwen2.5-0.5B,0.49,A100 80GB,Transformers,BF16,6144,1,47.45,172644.8893572181,BBH,0.203,0.0,headroom
Qwen2.5,Qwen2.5-1.5B,1.54,A100 80GB,Transformers,BF16,6144,1,40.88,200391.3894324853,BBH,0.451,0.0,headroom
Qwen2.5,Qwen2.5-3B,3.09,A100 80GB,Transformers,BF16,6144,1,32.2,254409.93788819874,BBH,0.563,0.0,headroom
Qwen2.5,Qwen2.5-7B,7.62,A100 80GB,Transformers,BF16,6144,1,38.76,211351.90918472654,BBH,0.7040000000000001,0.0,headroom
Qwen2.5,Qwen2.5-14B,14.77,A100 80GB,Transformers,BF16,6144,1,20.51,399414.9195514383,BBH,0.7818,0.0,headroom
Qwen2.5,Qwen2.5-32B,32.76,A100 80GB,Transformers,BF16,6144,1,12.49,655884.707766213,BBH,0.8448,0.0,headroom
Qwen2.5,Qwen2.5-72B,72.71,A100 80GB,Transformers,BF16,6144,2,6.39,1282003.129890454,BBH,0.863,0.0,headroom
Qwen2.5,Qwen2.5-0.5B,0.49,A100 80GB,Transformers,BF16,14336,1,47.11,347781.7873063044,BBH,0.203,0.0,headroom
Qwen2.5,Qwen2.5-1.5B,1.54,A100 80GB,Transformers,BF16,14336,1,40.43,405243.63096710364,BBH,0.451,0.0,headroom
Qwen2.5,Qwen2.5-3B,3.09,A100 80GB,Transformers,BF16,14336,1,31.72,516519.5460277428,BBH,0.563,0.0,headroom
Qwen2.5,Qwen2.5-7B,7.62,A100 80GB,Transformers,BF16,14336,1,29.78,550167.8979180658,BBH,0.7040000000000001,0.0,headroom
Qwen2.5,Qwen2.5-14B,14.77,A100 80GB,Transformers,BF16,14336,1,13.92,1177011.4942528736,BBH,0.7818,0.0,headroom
Qwen2.5,Qwen2.5-32B,32.76,A100 80GB,Transformers,BF16,14336,1,8.95,1830614.525139665,BBH,0.8448,0.0,headroom
Qwen2.5,Qwen2.5-72B,72.71,A100 80GB,Transformers,BF16,14336,3,4.25,3855058.8235294116,BBH,0.863,0.0,headroom
Qwen2.5,Qwen2.5-0.5B,0.49,A100 80GB,Transformers,BF16,30720,1,47.16,694826.1238337575,BBH,0.203,0.0,headroom
Qwen2.5,Qwen2.5-1.5B,1.54,A100 80GB,Transformers,BF16,30720,1,38.59,849131.8994558175,BBH,0.451,0.0,headroom
Qwen2.5,Qwen2.5-3B,3.09,A100 80GB,Transformers,BF16,30720,1,25.37,1291604.2569964523,BBH,0.563,0.0,headroom
Qwen2.5,Qwen2.5-7B,7.62,A100 80GB,Transformers,BF16,30720,1,18.83,1740201.805629315,BBH,0.7040000000000001,0.0,headroom
Qwen2.5,Qwen2.5-14B,14.77,A100 80GB,Transformers,BF16,30720,1,8.2,3996097.5609756103,BBH,0.7818,0.0,headroom
Qwen2.5,Qwen2.5-32B,32.76,A100 80GB,Transformers,BF16,30720,1,5.59,5861896.243291592,BBH,0.8448,0.0,headroom
Qwen2.5,Qwen2.5-72B,72.71,A100 80GB,Transformers,BF16,30720,3,2.94,11145578.231292518,BBH,0.863,0.0,headroom
Qwen2.5,Qwen2.5-0.5B,0.49,A100 80GB,vLLM,BF16,1,1,311.55,6576.793452094366,BBH,0.203,0.0,headroom
Qwen2.5,Qwen2.5-1.5B,1.54,A100 80GB,vLLM,BF16,1,1,183.33,11176.566846669939,BBH,0.451,0.0,headroom
Qwen2.5,Qwen2.5-3B,3.09,A100 80GB,vLLM,BF16,1,1,127.61,16056.735365566961,BBH,0.563,0.0,headroom
Qwen2.5,Qwen2.5-7B,7.62,A100 80GB,vLLM,BF16,1,1,84.28,24311.817750355956,BBH,0.7040000000000001,0.0,headroom
Qwen2.5,Qwen2.5-14B,14.77,A100 80GB,vLLM,BF16,1,1,46.3,44254.859611231106,BBH,0.7818,0.0,headroom
Qwen2.5,Qwen2.5-32B,32.76,A100 80GB,vLLM,BF16,1,1,22.13,92589.24536827835,BBH,0.8448,0.0,headroom
Qwen2.5,Qwen2.5-72B,72.71,A100 80GB,vLLM,BF16,1,2,18.19,112644.31006047278,BBH,0.863,0.0,headroom
Qwen2.5,Qwen2.5-72B,72.71,A100 80GB,vLLM,BF16,1,4,31.37,65317.18202103921,BBH,0.863,0.0,headroom
Qwen2.5,Qwen2.5-0.5B,0.49,A100 80GB,vLLM,BF16,6144,1,304.79,26877.522228419566,BBH,0.203,0.0,headroom
Qwen2.5,Qwen2.5-1.5B,1.54,A100 80GB,vLLM,BF16,6144,1,176.68,46366.311976454606,BBH,0.451,0.0,headroom
Qwen2.5,Qwen2.5-3B,3.09,A100 80GB,vLLM,BF16,6144,1,123.15,66520.50345107591,BBH,0.563,0.0,headroom
Qwen2.5,Qwen2.5-7B,7.62,A100 80GB,vLLM,BF16,6144,1,80.7,101511.77199504337,BBH,0.7040000000000001,0.0,headroom
Qwen2.5,Qwen2.5-14B,14.77,A100 80GB,vLLM,BF16,6144,1,43.83,186903.9470682181,BBH,0.7818,0.0,headroom
Qwen2.5,Qwen2.5-32B,32.76,A100 80GB,vLLM,BF16,6144,1,21.05,389168.6460807601,BBH,0.8448,0.0,headroom
Qwen2.5,Qwen2.5-72B,72.71,A100 80GB,vLLM,BF16,6144,4,29.9,273979.9331103679,BBH,0.863,0.0,headroom
Qwen2.5,Qwen2.5-0.5B,0.49,A100 80GB,vLLM,BF16,14336,1,290.28,56442.05594598319,BBH,0.203,0.0,headroom
Qwen2.5,Qwen2.5-1.5B,1.54,A100 80GB,vLLM,BF16,14336,1,168.69,97124.90366945285,BBH,0.451,0.0,headroom
Qwen2.5,Qwen2.5-3B,3.09,A100 80GB,vLLM,BF16,14336,1,117.35,139616.5317426502,BBH,0.563,0.0,headroom
Qwen2.5,Qwen2.5-7B,7.62,A100 80GB,vLLM,BF16,14336,1,77.69,210889.432359377,BBH,0.7040000000000001,0.0,headroom
Qwen2.5,Qwen2.5-14B,14.77,A100 80GB,vLLM,BF16,14336,1,41.91,390932.95156287285,BBH,0.7818,0.0,headroom
Qwen2.5,Qwen2.5-32B,32.76,A100 80GB,vLLM,BF16,14336,1,19.91,822903.0637870417,BBH,0.8448,0.0,headroom
Qwen2.5,Qwen2.5-72B,72.71,A100 80GB,vLLM,BF16,14336,4,30.1,544318.9368770764,BBH,0.863,0.0,headroom
Qwen2.5,Qwen2.5-0.5B,0.49,A100 80GB,vLLM,BF16,30720,1,264.51,123881.89482439228,BBH,0.203,0.0,headroom
Qwen2.5,Qwen2.5-1.5B,1.54,A100 80GB,vLLM,BF16,30720,1,152.04,215522.23099184426,BBH,0.451,0.0,headroom
Qwen2.5,Qwen2.5-3B,3.09,A100 80GB,vLLM,BF16,30720,1,105.88,309482.4329429543,BBH,0.563,0.0,headroom
Qwen2.5,Qwen2.5-7B,7.62,A100 80GB,vLLM,BF16,30720,1,70.33,465917.81601023744,BBH,0.7040000000000001,0.0,headroom
Qwen2.5,Qwen2.5-14B,14.77,A100 80GB,vLLM,BF16,30720,1,37.18,881334.0505648198,BBH,0.7818,0.0,headroom
Qwen2.5,Qwen2.5-32B,32.76,A100 80GB,vLLM,BF16,30720,2,31.82,1029792.5832809553,BBH,0.8448,0.0,headroom
Qwen2.5,Qwen2.5-72B,72.71,A100 80GB,vLLM,BF16,30720,4,27.53,1190265.1652742461,BBH,0.863,0.0,headroom
Qwen2.5,Qwen2.5-7B,7.62,A100 80GB,vLLM,BF16,63488,1,50.86,1288556.822650413,BBH,0.7040000000000001,0.0,headroom
Qwen2.5,Qwen2.5-14B,14.77,A100 80GB,vLLM,BF16,63488,1,26.85,2440819.3668528865,BBH,0.7818,0.0,headroom
Qwen2.5,Qwen2.5-32B,32.76,A100 80GB,vLLM,BF16,63488,2,24.45,2680408.9979550103,BBH,0.8448,0.0,headroom
Qwen2.5,Qwen2.5-72B,72.71,A100 80GB,vLLM,BF16,63488,4,20.74,3159884.281581485,BBH,0.863,0.0,headroom
Qwen2.5,Qwen2.5-7B,7.62,A100 80GB,vLLM,BF16,129024,1,28.94,4529094.678645473,BBH,0.7040000000000001,0.0,headroom
Qwen2.5,Qwen2.5-14B,14.77,A100 80GB,vLLM,BF16,129024,1,14.53,9020784.583620097,BBH,0.7818,0.0,headroom
Qwen2.5,Qwen2.5-32B,32.76,A100 80GB,vLLM,BF16,129024,2,14.31,9159468.902865129,BBH,0.8448,0.0,headroom
Qwen2.5,Qwen2.5-72B,72.71,A100 80GB,vLLM,BF16,129024,4,12.68,10336908.517350158,BBH,0.863,0.0,headroom
Qwen2.5,Qwen2.5-0.5B,0.49,A100 80GB,Transformers,BF16,1,1,47.4,43227.84810126582,CRUX-O,0.121,0.0,headroom
Qwen2.5,Qwen2.5-1.5B,1.54,A100 80GB,Transformers,BF16,1,1,39.68,51638.104838709674,CRUX-O,0.29600000000000004,0.0,headroom
Qwen2.5,Qwen2.5-3B,3.09,A100 80GB,Transformers,BF16,1,1,30.8,66525.97402597402,CRUX-O,0.365,0.0,headroom
Qwen2.5,Qwen2.5-7B,7.62,A100 80GB,Transformers,BF16,1,1,40.38,50742.942050520054,CRUX-O,0.485,0.0,headroom
Qwen2.5,Qwen2.5-14B,14.77,A100 80GB,Transformers,BF16,1,1,24.74,82821.341956346,CRUX-O,0.611,0.0,headroom
Qwen2.5,Qwen2.5-32B,32.76,A100 80GB,Transformers,BF16,1,1,17.54,116818.7001140251,CRUX-O,0.6779999999999999,0.0,headroom
Qwen2.5,Qwen2.5-72B,72.71,A100 80GB,Transformers,BF16,1,2,8.73,234707.9037800687,CRUX-O,0.662,0.0,headroom
Qwen2.5,Qwen2.5-0.5B,0.49,A100 80GB,Transformers,BF16,6144,1,47.45,172644.8893572181,CRUX-O,0.121,0.0,headroom
Qwen2.5,Qwen2.5-1.5B,1.54,A100 80GB,Transformers,BF16,6144,1,40.88,200391.3894324853,CRUX-O,0.29600000000000004,0.0,headroom
Qwen2.5,Qwen2.5-3B,3.09,A100 80GB,Transformers,BF16,6144,1,32.2,254409.93788819874,CRUX-O,0.365,0.0,headroom
Qwen2.5,Qwen2.5-7B,7.62,A100 80GB,Transformers,BF16,6144,1,38.76,211351.90918472654,CRUX-O,0.485,0.0,headroom
Qwen2.5,Qwen2.5-14B,14.77,A100 80GB,Transformers,BF16,6144,1,20.51,399414.9195514383,CRUX-O,0.611,0.0,headroom
Qwen2.5,Qwen2.5-32B,32.76,A100 80GB,Transformers,BF16,6144,1,12.49,655884.707766213,CRUX-O,0.6779999999999999,0.0,headroom
Qwen2.5,Qwen2.5-72B,72.71,A100 80GB,Transformers,BF16,6144,2,6.39,1282003.129890454,CRUX-O,0.662,0.0,headroom
Qwen2.5,Qwen2.5-0.5B,0.49,A100 80GB,Transformers,BF16,14336,1,47.11,347781.7873063044,CRUX-O,0.121,0.0,headroom
Qwen2.5,Qwen2.5-1.5B,1.54,A100 80GB,Transformers,BF16,14336,1,40.43,405243.63096710364,CRUX-O,0.29600000000000004,0.0,headroom
Qwen2.5,Qwen2.5-3B,3.09,A100 80GB,Transformers,BF16,14336,1,31.72,516519.5460277428,CRUX-O,0.365,0.0,headroom
Qwen2.5,Qwen2.5-7B,7.62,A100 80GB,Transformers,BF16,14336,1,29.78,550167.8979180658,CRUX-O,0.485,0.0,headroom
Qwen2.5,Qwen2.5-14B,14.77,A100 80GB,Transformers,BF16,14336,1,13.92,1177011.4942528736,CRUX-O,0.611,0.0,headroom
Qwen2.5,Qwen2.5-32B,32.76,A100 80GB,Transformers,BF16,14336,1,8.95,1830614.525139665,CRUX-O,0.6779999999999999,0.0,headroom
Qwen2.5,Qwen2.5-72B,72.71,A100 80GB,Transformers,BF16,14336,3,4.25,3855058.8235294116,CRUX-O,0.662,0.0,headroom
Qwen2.5,Qwen2.5-0.5B,0.49,A100 80GB,Transformers,BF16,30720,1,47.16,694826.1238337575,CRUX-O,0.121,0.0,headroom
Qwen2.5,Qwen2.5-1.5B,1.54,A100 80GB,Transformers,BF16,30720,1,38.59,849131.8994558175,CRUX-O,0.29600000000000004,0.0,headroom
Qwen2.5,Qwen2.5-3B,3.09,A100 80GB,Transformers,BF16,30720,1,25.37,1291604.2569964523,CRUX-O,0.365,0.0,headroom
Qwen2.5,Qwen2.5-7B,7.62,A100 80GB,Transformers,BF16,30720,1,18.83,1740201.805629315,CRUX-O,0.485,0.0,headroom
Qwen2.5,Qwen2.5-14B,14.77,A100 80GB,Transformers,BF16,30720,1,8.2,3996097.5609756103,CRUX-O,0.611,0.0,headroom
Qwen2.5,Qwen2.5-32B,32.76,A100 80GB,Transformers,BF16,30720,1,5.59,5861896.243291592,CRUX-O,0.6779999999999999,0.0,headroom
Qwen2.5,Qwen2.5-72B,72.71,A100 80GB,Transformers,BF16,30720,3,2.94,11145578.231292518,CRUX-O,0.662,0.0,headroom
Qwen2.5,Qwen2.5-0.5B,0.49,A100 80GB,vLLM,BF16,1,1,311.55,6576.793452094366,CRUX-O,0.121,0.0,headroom
Qwen2.5,Qwen2.5-1.5B,1.54,A100 80GB,vLLM,BF16,1,1,183.33,11176.566846669939,CRUX-O,0.29600000000000004,0.0,headroom
Qwen2.5,Qwen2.5-3B,3.09,A100 80GB,vLLM,BF16,1,1,127.61,16056.735365566961,CRUX-O,0.365,0.0,headroom
Qwen2.5,Qwen2.5-7B,7.62,A100 80GB,vLLM,BF16,1,1,84.28,24311.817750355956,CRUX-O,0.485,0.0,headroom
Qwen2.5,Qwen2.5-14B,14.77,A100 80GB,vLLM,BF16,1,1,46.3,44254.859611231106,CRUX-O,0.611,0.0,headroom
Qwen2.5,Qwen2.5-32B,32.76,A100 80GB,vLLM,BF16,1,1,22.13,92589.24536827835,CRUX-O,0.6779999999999999,0.0,headroom
Qwen2.5,Qwen2.5-72B,72.71,A100 80GB,vLLM,BF16,1,2,18.19,112644.31006047278,CRUX-O,0.662,0.0,headroom
Qwen2.5,Qwen2.5-72B,72.71,A100 80GB,vLLM,BF16,1,4,31.37,65317.18202103921,CRUX-O,0.662,0.0,headroom
Qwen2.5,Qwen2.5-0.5B,0.49,A100 80GB,vLLM,BF16,6144,1,304.79,26877.522228419566,CRUX-O,0.121,0.0,headroom
Qwen2.5,Qwen2.5-1.5B,1.54,A100 80GB,vLLM,BF16,6144,1,176.68,46366.311976454606,CRUX-O,0.29600000000000004,0.0,headroom
Qwen2.5,Qwen2.5-3B,3.09,A100 80GB,vLLM,BF16,6144,1,123.15,66520.50345107591,CRUX-O,0.365,0.0,headroom
Qwen2.5,Qwen2.5-7B,7.62,A100 80GB,vLLM,BF16,6144,1,80.7,101511.77199504337,CRUX-O,0.485,0.0,headroom
Qwen2.5,Qwen2.5-14B,14.77,A100 80GB,vLLM,BF16,6144,1,43.83,186903.9470682181,CRUX-O,0.611,0.0,headroom
Qwen2.5,Qwen2.5-32B,32.76,A100 80GB,vLLM,BF16,6144,1,21.05,389168.6460807601,CRUX-O,0.6779999999999999,0.0,headroom
Qwen2.5,Qwen2.5-72B,72.71,A100 80GB,vLLM,BF16,6144,4,29.9,273979.9331103679,CRUX-O,0.662,0.0,headroom
Qwen2.5,Qwen2.5-0.5B,0.49,A100 80GB,vLLM,BF16,14336,1,290.28,56442.05594598319,CRUX-O,0.121,0.0,headroom
Qwen2.5,Qwen2.5-1.5B,1.54,A100 80GB,vLLM,BF16,14336,1,168.69,97124.90366945285,CRUX-O,0.29600000000000004,0.0,headroom
Qwen2.5,Qwen2.5-3B,3.09,A100 80GB,vLLM,BF16,14336,1,117.35,139616.5317426502,CRUX-O,0.365,0.0,headroom
Qwen2.5,Qwen2.5-7B,7.62,A100 80GB,vLLM,BF16,14336,1,77.69,210889.432359377,CRUX-O,0.485,0.0,headroom
Qwen2.5,Qwen2.5-14B,14.77,A100 80GB,vLLM,BF16,14336,1,41.91,390932.95156287285,CRUX-O,0.611,0.0,headroom
Qwen2.5,Qwen2.5-32B,32.76,A100 80GB,vLLM,BF16,14336,1,19.91,822903.0637870417,CRUX-O,0.6779999999999999,0.0,headroom
Qwen2.5,Qwen2.5-72B,72.71,A100 80GB,vLLM,BF16,14336,4,30.1,544318.9368770764,CRUX-O,0.662,0.0,headroom
Qwen2.5,Qwen2.5-0.5B,0.49,A100 80GB,vLLM,BF16,30720,1,264.51,123881.89482439228,CRUX-O,0.121,0.0,headroom
Qwen2.5,Qwen2.5-1.5B,1.54,A100 80GB,vLLM,BF16,30720,1,152.04,215522.23099184426,CRUX-O,0.29600000000000004,0.0,headroom
Qwen2.5,Qwen2.5-3B,3.09,A100 80GB,vLLM,BF16,30720,1,105.88,309482.4329429543,CRUX-O,0.365,0.0,headroom
Qwen2.5,Qwen2.5-7B,7.62,A100 80GB,vLLM,BF16,30720,1,70.33,465917.81601023744,CRUX-O,0.485,0.0,headroom
Qwen2.5,Qwen2.5-14B,14.77,A100 80GB,vLLM,BF16,30720,1,37.18,881334.0505648198,CRUX-O,0.611,0.0,headroom
Qwen2.5,Qwen2.5-32B,32.76,A100 80GB,vLLM,BF16,30720,2,31.82,1029792.5832809553,CRUX-O,0.6779999999999999,0.0,headroom
Qwen2.5,Qwen2.5-72B,72.71,A100 80GB,vLLM,BF16,30720,4,27.53,1190265.1652742461,CRUX-O,0.662,0.0,headroom
Qwen2.5,Qwen2.5-7B,7.62,A100 80GB,vLLM,BF16,63488,1,50.86,1288556.822650413,CRUX-O,0.485,0.0,headroom
Qwen2.5,Qwen2.5-14B,14.77,A100 80GB,vLLM,BF16,63488,1,26.85,2440819.3668528865,CRUX-O,0.611,0.0,headroom
Qwen2.5,Qwen2.5-32B,32.76,A100 80GB,vLLM,BF16,63488,2,24.45,2680408.9979550103,CRUX-O,0.6779999999999999,0.0,headroom
Qwen2.5,Qwen2.5-72B,72.71,A100 80GB,vLLM,BF16,63488,4,20.74,3159884.281581485,CRUX-O,0.662,0.0,headroom
Qwen2.5,Qwen2.5-7B,7.62,A100 80GB,vLLM,BF16,129024,1,28.94,4529094.678645473,CRUX-O,0.485,0.0,headroom
Qwen2.5,Qwen2.5-14B,14.77,A100 80GB,vLLM,BF16,129024,1,14.53,9020784.583620097,CRUX-O,0.611,0.0,headroom
Qwen2.5,Qwen2.5-32B,32.76,A100 80GB,vLLM,BF16,129024,2,14.31,9159468.902865129,CRUX-O,0.6779999999999999,0.0,headroom
Qwen2.5,Qwen2.5-72B,72.71,A100 80GB,vLLM,BF16,129024,4,12.68,10336908.517350158,CRUX-O,0.662,0.0,headroom
Qwen2.5,Qwen2.5-0.5B,0.49,A100 80GB,Transformers,BF16,1,1,47.4,43227.84810126582,EvalPlus,0.3185,0.0,headroom
Qwen2.5,Qwen2.5-1.5B,1.54,A100 80GB,Transformers,BF16,1,1,39.68,51638.104838709674,EvalPlus,0.44799999999999995,0.0,headroom
Qwen2.5,Qwen2.5-3B,3.09,A100 80GB,Transformers,BF16,1,1,30.8,66525.97402597402,EvalPlus,0.4628,0.0,headroom
Qwen2.5,Qwen2.5-7B,7.62,A100 80GB,Transformers,BF16,1,1,40.38,50742.942050520054,EvalPlus,0.6218,0.0,headroom
Qwen2.5,Qwen2.5-14B,14.77,A100 80GB,Transformers,BF16,1,1,24.74,82821.341956346,EvalPlus,0.607,0.0,headroom
Qwen2.5,Qwen2.5-32B,32.76,A100 80GB,Transformers,BF16,1,1,17.54,116818.7001140251,EvalPlus,0.6625,0.0,headroom
Qwen2.5,Qwen2.5-72B,72.71,A100 80GB,Transformers,BF16,1,2,8.73,234707.9037800687,EvalPlus,0.6593000000000001,0.0,headroom
Qwen2.5,Qwen2.5-0.5B,0.49,A100 80GB,Transformers,BF16,6144,1,47.45,172644.8893572181,EvalPlus,0.3185,0.0,headroom
Qwen2.5,Qwen2.5-1.5B,1.54,A100 80GB,Transformers,BF16,6144,1,40.88,200391.3894324853,EvalPlus,0.44799999999999995,0.0,headroom
Qwen2.5,Qwen2.5-3B,3.09,A100 80GB,Transformers,BF16,6144,1,32.2,254409.93788819874,EvalPlus,0.4628,0.0,headroom
Qwen2.5,Qwen2.5-7B,7.62,A100 80GB,Transformers,BF16,6144,1,38.76,211351.90918472654,EvalPlus,0.6218,0.0,headroom
Qwen2.5,Qwen2.5-14B,14.77,A100 80GB,Transformers,BF16,6144,1,20.51,399414.9195514383,EvalPlus,0.607,0.0,headroom
Qwen2.5,Qwen2.5-32B,32.76,A100 80GB,Transformers,BF16,6144,1,12.49,655884.707766213,EvalPlus,0.6625,0.0,headroom
Qwen2.5,Qwen2.5-72B,72.71,A100 80GB,Transformers,BF16,6144,2,6.39,1282003.129890454,EvalPlus,0.6593000000000001,0.0,headroom
Qwen2.5,Qwen2.5-0.5B,0.49,A100 80GB,Transformers,BF16,14336,1,47.11,347781.7873063044,EvalPlus,0.3185,0.0,headroom
Qwen2.5,Qwen2.5-1.5B,1.54,A100 80GB,Transformers,BF16,14336,1,40.43,405243.63096710364,EvalPlus,0.44799999999999995,0.0,headroom
Qwen2.5,Qwen2.5-3B,3.09,A100 80GB,Transformers,BF16,14336,1,31.72,516519.5460277428,EvalPlus,0.4628,0.0,headroom
Qwen2.5,Qwen2.5-7B,7.62,A100 80GB,Transformers,BF16,14336,1,29.78,550167.8979180658,EvalPlus,0.6218,0.0,headroom
Qwen2.5,Qwen2.5-14B,14.77,A100 80GB,Transformers,BF16,14336,1,13.92,1177011.4942528736,EvalPlus,0.607,0.0,headroom
Qwen2.5,Qwen2.5-32B,32.76,A100 80GB,Transformers,BF16,14336,1,8.95,1830614.525139665,EvalPlus,0.6625,0.0,headroom
Qwen2.5,Qwen2.5-72B,72.71,A100 80GB,Transformers,BF16,14336,3,4.25,3855058.8235294116,EvalPlus,0.6593000000000001,0.0,headroom
Qwen2.5,Qwen2.5-0.5B,0.49,A100 80GB,Transformers,BF16,30720,1,47.16,694826.1238337575,EvalPlus,0.3185,0.0,headroom
Qwen2.5,Qwen2.5-1.5B,1.54,A100 80GB,Transformers,BF16,30720,1,38.59,849131.8994558175,EvalPlus,0.44799999999999995,0.0,headroom
Qwen2.5,Qwen2.5-3B,3.09,A100 80GB,Transformers,BF16,30720,1,25.37,1291604.2569964523,EvalPlus,0.4628,0.0,headroom
Qwen2.5,Qwen2.5-7B,7.62,A100 80GB,Transformers,BF16,30720,1,18.83,1740201.805629315,EvalPlus,0.6218,0.0,headroom
Qwen2.5,Qwen2.5-14B,14.77,A100 80GB,Transformers,BF16,30720,1,8.2,3996097.5609756103,EvalPlus,0.607,0.0,headroom
Qwen2.5,Qwen2.5-32B,32.76,A100 80GB,Transformers,BF16,30720,1,5.59,5861896.243291592,EvalPlus,0.6625,0.0,headroom
Qwen2.5,Qwen2.5-72B,72.71,A100 80GB,Transformers,BF16,30720,3,2.94,11145578.231292518,EvalPlus,0.6593000000000001,0.0,headroom
Qwen2.5,Qwen2.5-0.5B,0.49,A100 80GB,vLLM,BF16,1,1,311.55,6576.793452094366,EvalPlus,0.3185,0.0,headroom
Qwen2.5,Qwen2.5-1.5B,1.54,A100 80GB,vLLM,BF16,1,1,183.33,11176.566846669939,EvalPlus,0.44799999999999995,0.0,headroom
Qwen2.5,Qwen2.5-3B,3.09,A100 80GB,vLLM,BF16,1,1,127.61,16056.735365566961,EvalPlus,0.4628,0.0,headroom
Qwen2.5,Qwen2.5-7B,7.62,A100 80GB,vLLM,BF16,1,1,84.28,24311.817750355956,EvalPlus,0.6218,0.0,headroom
Qwen2.5,Qwen2.5-14B,14.77,A100 80GB,vLLM,BF16,1,1,46.3,44254.859611231106,EvalPlus,0.607,0.0,headroom
Qwen2.5,Qwen2.5-32B,32.76,A100 80GB,vLLM,BF16,1,1,22.13,92589.24536827835,EvalPlus,0.6625,0.0,headroom
Qwen2.5,Qwen2.5-72B,72.71,A100 80GB,vLLM,BF16,1,2,18.19,112644.31006047278,EvalPlus,0.6593000000000001,0.0,headroom
Qwen2.5,Qwen2.5-72B,72.71,A100 80GB,vLLM,BF16,1,4,31.37,65317.18202103921,EvalPlus,0.6593000000000001,0.0,headroom
Qwen2.5,Qwen2.5-0.5B,0.49,A100 80GB,vLLM,BF16,6144,1,304.79,26877.522228419566,EvalPlus,0.3185,0.0,headroom
Qwen2.5,Qwen2.5-1.5B,1.54,A100 80GB,vLLM,BF16,6144,1,176.68,46366.311976454606,EvalPlus,0.44799999999999995,0.0,headroom
Qwen2.5,Qwen2.5-3B,3.09,A100 80GB,vLLM,BF16,6144,1,123.15,66520.50345107591,EvalPlus,0.4628,0.0,headroom
Qwen2.5,Qwen2.5-7B,7.62,A100 80GB,vLLM,BF16,6144,1,80.7,101511.77199504337,EvalPlus,0.6218,0.0,headroom
Qwen2.5,Qwen2.5-14B,14.77,A100 80GB,vLLM,BF16,6144,1,43.83,186903.9470682181,EvalPlus,0.607,0.0,headroom
Qwen2.5,Qwen2.5-32B,32.76,A100 80GB,vLLM,BF16,6144,1,21.05,389168.6460807601,EvalPlus,0.6625,0.0,headroom
Qwen2.5,Qwen2.5-72B,72.71,A100 80GB,vLLM,BF16,6144,4,29.9,273979.9331103679,EvalPlus,0.6593000000000001,0.0,headroom
Qwen2.5,Qwen2.5-0.5B,0.49,A100 80GB,vLLM,BF16,14336,1,290.28,56442.05594598319,EvalPlus,0.3185,0.0,headroom
Qwen2.5,Qwen2.5-1.5B,1.54,A100 80GB,vLLM,BF16,14336,1,168.69,97124.90366945285,EvalPlus,0.44799999999999995,0.0,headroom
Qwen2.5,Qwen2.5-3B,3.09,A100 80GB,vLLM,BF16,14336,1,117.35,139616.5317426502,EvalPlus,0.4628,0.0,headroom
Qwen2.5,Qwen2.5-7B,7.62,A100 80GB,vLLM,BF16,14336,1,77.69,210889.432359377,EvalPlus,0.6218,0.0,headroom
Qwen2.5,Qwen2.5-14B,14.77,A100 80GB,vLLM,BF16,14336,1,41.91,390932.95156287285,EvalPlus,0.607,0.0,headroom
Qwen2.5,Qwen2.5-32B,32.76,A100 80GB,vLLM,BF16,14336,1,19.91,822903.0637870417,EvalPlus,0.6625,0.0,headroom
Qwen2.5,Qwen2.5-72B,72.71,A100 80GB,vLLM,BF16,14336,4,30.1,544318.9368770764,EvalPlus,0.6593000000000001,0.0,headroom
Qwen2.5,Qwen2.5-0.5B,0.49,A100 80GB,vLLM,BF16,30720,1,264.51,123881.89482439228,EvalPlus,0.3185,0.0,headroom
Qwen2.5,Qwen2.5-1.5B,1.54,A100 80GB,vLLM,BF16,30720,1,152.04,215522.23099184426,EvalPlus,0.44799999999999995,0.0,headroom
Qwen2.5,Qwen2.5-3B,3.09,A100 80GB,vLLM,BF16,30720,1,105.88,309482.4329429543,EvalPlus,0.4628,0.0,headroom
Qwen2.5,Qwen2.5-7B,7.62,A100 80GB,vLLM,BF16,30720,1,70.33,465917.81601023744,EvalPlus,0.6218,0.0,headroom
