task,dataset,model,device,runtime,precision,cell,metric,Q,chance,latency_ms,param_count,gmacs,source
LLM inference,Open LLM Leaderboard,google/gemma-2-2b,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.1026,0.0,4071.0,2,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-1.3B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0533,0.0,4071.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-1.3B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0533,0.0,4073.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-12b,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0593,0.0,4076.0,12,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,HuggingFaceH4/zephyr-7b-beta,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.1772,0.0,4083.0,7,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-12b,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0593,0.0,4095.0,12,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-12b,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0593,0.0,4112.0,12,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-32B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.2669,0.0,4176.0,32,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,huggyllama/llama-13b,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0925,0.0,4190.0,13,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,TencentARC/Mistral_Pro_8B_v0.1,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.142,0.0,4205.0,8,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,meta-llama/Llama-2-13b-hf,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.1099,0.0,4211.0,13,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-4B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.1129,0.0,4224.0,3,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,meta-llama/Llama-2-7b-hf,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0872,0.0,4234.0,6,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Deci/DeciLM-7B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.1495,0.0,4260.0,7,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,01-ai/Yi-34B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.2226,0.0,4268.0,34,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-32B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.2669,0.0,4274.0,32,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-32B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.2669,0.0,4275.0,32,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,01-ai/Yi-34B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.2226,0.0,4279.0,34,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,mistralai/Mistral-7B-v0.1,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.1452,0.0,4279.0,7,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,google/gemma-2b,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0731,0.0,4282.0,2,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,01-ai/Yi-34B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.2226,0.0,4291.0,34,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,01-ai/Yi-34B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.2226,0.0,4312.0,34,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,stabilityai/stablelm-2-12b,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.1386,0.0,4317.0,12,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Deci/DeciLM-7B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.1495,0.0,4328.0,7,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-1.3B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0533,0.0,4346.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,mistralai/Mistral-7B-v0.1,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.1452,0.0,4349.0,7,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,meta-llama/Llama-2-7b-hf,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0872,0.0,4360.0,6,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-1.3B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0533,0.0,4363.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,stabilityai/stablelm-2-12b,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.1386,0.0,4373.0,12,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,stabilityai/stablelm-2-12b,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.1386,0.0,4387.0,12,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,huggyllama/llama-7b,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0639,0.0,4390.0,6,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,google/gemma-2b,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0731,0.0,4398.0,2,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-4B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.1129,0.0,4399.0,3,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,google/recurrentgemma-9b,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.135,0.0,4405.0,9,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-7B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.1522,0.0,4409.0,7,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,01-ai/Yi-6B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.136,0.0,4429.0,6,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,huggyllama/llama-7b,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0639,0.0,4454.0,6,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,google/gemma-2b,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0731,0.0,4457.0,2,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,TencentARC/Mistral_Pro_8B_v0.1,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.142,0.0,4462.0,8,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,huggyllama/llama-13b,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0925,0.0,4470.0,13,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,stabilityai/stablelm-2-12b,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.1386,0.0,4485.0,12,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,meta-llama/Llama-2-13b-hf,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.1099,0.0,4485.0,13,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-32B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.2669,0.0,4486.0,32,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-14B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.2022,0.0,4487.0,14,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,mistralai/Mistral-7B-v0.1,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.1452,0.0,4499.0,7,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,meta-llama/Meta-Llama-3-8B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.1341,0.0,4506.0,8,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,huggyllama/llama-13b,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0925,0.0,4508.0,13,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,01-ai/Yi-6B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.136,0.0,4518.0,6,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,meta-llama/Meta-Llama-3-8B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.1341,0.0,4518.0,8,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,meta-llama/Llama-2-13b-hf,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.1099,0.0,4524.0,13,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,togethercomputer/RedPajama-INCITE-Base-3B-v1,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0543,0.0,4531.0,3,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,huggyllama/llama-7b,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0639,0.0,4534.0,6,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,meta-llama/Llama-2-7b-hf,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0872,0.0,4553.0,6,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,microsoft/phi-1_5,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0706,0.0,4558.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,stabilityai/stablelm-2-12b,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.1386,0.0,4559.0,12,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-1.3B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0533,0.0,4564.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-1.3B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0533,0.0,4582.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-7B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.1522,0.0,4584.0,7,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-1.8B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0912,0.0,4603.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-32B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.2669,0.0,4604.0,32,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,google/recurrentgemma-9b,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.135,0.0,4612.0,9,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,togethercomputer/RedPajama-INCITE-Base-3B-v1,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0543,0.0,4614.0,3,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,01-ai/Yi-34B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.2226,0.0,4615.0,34,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-1.8B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0912,0.0,4626.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,google/gemma-2-2b,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.1026,0.0,4640.0,2,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2-large,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0548,0.0,4652.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-7B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.1522,0.0,4656.0,7,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,microsoft/phi-1_5,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0706,0.0,4658.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-14B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.2022,0.0,4675.0,14,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,01-ai/Yi-6B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.136,0.0,4675.0,6,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,microsoft/phi-1_5,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0706,0.0,4677.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-j-6b,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0655,0.0,4692.0,6,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-4B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.1129,0.0,4697.0,3,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,stabilityai/stablelm-2-12b,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.1386,0.0,4713.0,12,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,tiiuae/falcon-7b,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.051,0.0,4733.0,7,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-14B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.2022,0.0,4818.0,14,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2-large,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0548,0.0,4819.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,togethercomputer/RedPajama-INCITE-Base-3B-v1,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0543,0.0,4840.0,3,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,meta-llama/Meta-Llama-3-8B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.1341,0.0,4907.0,8,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,01-ai/Yi-34B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.2226,0.0,4928.0,34,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2-large,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0548,0.0,4974.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neox-20b,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0599,0.0,4992.0,20,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-14B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.2022,0.0,5012.0,14,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-12b,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0593,0.0,5068.0,12,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-14B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.2022,0.0,5077.0,14,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neox-20b,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0599,0.0,5084.0,20,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-12b,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0593,0.0,5084.0,12,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,stabilityai/stablelm-2-1_6b,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0522,0.0,5086.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-14B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.2022,0.0,5092.0,14,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,stabilityai/stablelm-2-1_6b,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0522,0.0,5102.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-4B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.1129,0.0,5144.0,3,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,stabilityai/stablelm-2-1_6b,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0522,0.0,5144.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,01-ai/Yi-34B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.2226,0.0,5156.0,34,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-12b,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0593,0.0,5195.0,12,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-0.5B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0514,0.0,5214.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-4B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.1129,0.0,5315.0,3,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-1.8B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0912,0.0,5321.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-12b,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0593,0.0,5340.0,12,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-1.8B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0912,0.0,5342.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-1.8B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0912,0.0,5356.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-0.5B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0514,0.0,5356.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-32B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.2669,0.0,5357.0,32,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-0.5B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0514,0.0,5357.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-0.5B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0514,0.0,5359.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,microsoft/Phi-3-mini-4k-instruct,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.272,0.0,5362.0,3,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-0.5B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0514,0.0,5386.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-1.8B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0912,0.0,5388.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,TencentARC/Mistral_Pro_8B_v0.1,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.142,0.0,5418.0,8,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,microsoft/Phi-3-mini-4k-instruct,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.272,0.0,5471.0,3,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-0.5B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0514,0.0,5478.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-12b,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0593,0.0,5483.0,12,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-0.5B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0514,0.0,5489.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-12b,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0593,0.0,5536.0,12,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-1.8B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0912,0.0,5537.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neox-20b,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0599,0.0,5537.0,20,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-4B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.1129,0.0,5539.0,3,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-0.5B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0514,0.0,5539.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-0.5B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0514,0.0,5565.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-32B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.2669,0.0,5567.0,32,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-14B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.2022,0.0,5572.0,14,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-32B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.2669,0.0,5580.0,32,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-1.8B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0912,0.0,5590.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,meta-llama/Llama-2-13b-hf,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.1099,0.0,5601.0,13,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neox-20b,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0599,0.0,5605.0,20,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-32B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.2669,0.0,5635.0,32,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,TencentARC/Mistral_Pro_8B_v0.1,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.142,0.0,5640.0,8,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,google/recurrentgemma-9b,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.135,0.0,5646.0,9,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,meta-llama/Llama-2-13b-hf,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.1099,0.0,5661.0,13,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,huggyllama/llama-13b,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0925,0.0,5666.0,13,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-2.7B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0634,0.0,5680.0,2,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-2.7B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0634,0.0,5697.0,2,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,TencentARC/Mistral_Pro_8B_v0.1,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.142,0.0,5730.0,8,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,meta-llama/Llama-2-13b-hf,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.1099,0.0,5745.0,13,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,huggyllama/llama-13b,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0925,0.0,5751.0,13,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-14B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.2022,0.0,5828.0,14,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neox-20b,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0599,0.0,5861.0,20,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neox-20b,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0599,0.0,5868.0,20,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-14B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.2022,0.0,5886.0,14,,llm-perf-leaderboard
