task,dataset,model,device,runtime,precision,cell,metric,Q,chance,latency_ms,param_count,gmacs,source
LLM inference,Open LLM Leaderboard,distilbert/distilgpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.039,0.0,249.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,distilbert/distilgpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.039,0.0,254.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,distilbert/distilgpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.039,0.0,258.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,distilbert/distilgpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.039,0.0,264.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,distilbert/distilgpt2,1xA10,pytorch,bfloat16,llm-perf | Open LLM | 1xA10,Open LLM score,0.039,0.0,267.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,distilbert/distilgpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.039,0.0,268.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,distilbert/distilgpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.039,0.0,271.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,distilbert/distilgpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.039,0.0,273.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,distilbert/distilgpt2,1xA10,pytorch,bfloat16,llm-perf | Open LLM | 1xA10,Open LLM score,0.039,0.0,274.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,distilbert/distilgpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.039,0.0,275.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,distilbert/distilgpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.039,0.0,277.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,distilbert/distilgpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.039,0.0,278.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,distilbert/distilgpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.039,0.0,280.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,distilbert/distilgpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.039,0.0,285.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,distilbert/distilgpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.039,0.0,288.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,distilbert/distilgpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.039,0.0,303.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,distilbert/distilgpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.039,0.0,308.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,distilbert/distilgpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.039,0.0,313.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,distilbert/distilgpt2,1xA10,pytorch,float32,llm-perf | Open LLM | 1xA10,Open LLM score,0.039,0.0,316.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,distilbert/distilgpt2,1xA10,pytorch,bfloat16,llm-perf | Open LLM | 1xA10,Open LLM score,0.039,0.0,323.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,distilbert/distilgpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.039,0.0,325.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,distilbert/distilgpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.039,0.0,328.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,distilbert/distilgpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.039,0.0,331.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0651,0.0,407.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0651,0.0,413.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0651,0.0,417.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0651,0.0,423.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0651,0.0,424.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2,1xA10,pytorch,bfloat16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0651,0.0,429.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0651,0.0,430.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0651,0.0,436.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0651,0.0,437.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0651,0.0,438.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2,1xA10,pytorch,float32,llm-perf | Open LLM | 1xA10,Open LLM score,0.0651,0.0,441.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0438,0.0,442.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0651,0.0,445.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0651,0.0,448.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0651,0.0,449.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0651,0.0,457.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0651,0.0,458.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0438,0.0,460.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0651,0.0,461.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0651,0.0,463.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0438,0.0,464.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0438,0.0,465.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0438,0.0,470.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0438,0.0,471.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2,1xA10,pytorch,bfloat16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0651,0.0,473.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0651,0.0,474.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0438,0.0,481.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2,1xA10,pytorch,bfloat16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0651,0.0,482.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0651,0.0,483.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0438,0.0,483.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0651,0.0,484.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0651,0.0,485.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0438,0.0,489.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,distilbert/distilgpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.039,0.0,495.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0651,0.0,496.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-125m,1xA10,pytorch,bfloat16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0438,0.0,496.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,distilbert/distilgpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.039,0.0,496.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0651,0.0,498.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-160m,1xA10,pytorch,float32,llm-perf | Open LLM | 1xA10,Open LLM score,0.0562,0.0,498.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0651,0.0,499.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-125m,1xA10,pytorch,bfloat16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0438,0.0,504.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0651,0.0,511.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0651,0.0,512.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0438,0.0,512.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0651,0.0,515.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2,1xA10,pytorch,float32,llm-perf | Open LLM | 1xA10,Open LLM score,0.0651,0.0,531.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,distilbert/distilgpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.039,0.0,535.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2,1xA10,pytorch,float32,llm-perf | Open LLM | 1xA10,Open LLM score,0.0651,0.0,540.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0651,0.0,545.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-125m,1xA10,pytorch,float32,llm-perf | Open LLM | 1xA10,Open LLM score,0.0438,0.0,546.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2,1xA10,pytorch,bfloat16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0651,0.0,553.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0438,0.0,554.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-160m,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0562,0.0,556.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0651,0.0,559.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-160m,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0562,0.0,560.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0651,0.0,562.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0651,0.0,567.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0651,0.0,568.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-160m,1xA10,pytorch,bfloat16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0562,0.0,569.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-125m,1xA10,pytorch,float32,llm-perf | Open LLM | 1xA10,Open LLM score,0.0438,0.0,571.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-160m,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0562,0.0,574.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0651,0.0,575.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0438,0.0,577.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-160m,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0562,0.0,579.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0438,0.0,582.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-160m,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0562,0.0,583.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0438,0.0,585.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-160m,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0562,0.0,588.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-160m,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0562,0.0,590.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-125m,1xA10,pytorch,bfloat16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0438,0.0,590.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0651,0.0,592.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-160m,1xA10,pytorch,bfloat16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0562,0.0,592.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0438,0.0,593.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0438,0.0,594.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0438,0.0,595.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-160m,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0562,0.0,596.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-160m,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0562,0.0,598.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-160m,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0562,0.0,600.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-160m,1xA10,pytorch,bfloat16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0562,0.0,601.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0438,0.0,601.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-160m,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0562,0.0,604.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-125m,1xA10,pytorch,bfloat16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0438,0.0,608.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-160m,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0562,0.0,609.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-160m,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0562,0.0,614.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0438,0.0,616.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-160m,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0562,0.0,618.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-160m,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0562,0.0,624.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-160m,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0562,0.0,634.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-160m,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0562,0.0,635.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-160m,1xA10,pytorch,float32,llm-perf | Open LLM | 1xA10,Open LLM score,0.0562,0.0,639.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-160m,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0562,0.0,659.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-160m,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0562,0.0,663.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-160m,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0562,0.0,665.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0438,0.0,688.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-160m,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0562,0.0,697.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-160m,1xA10,pytorch,bfloat16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0562,0.0,702.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-160m,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0562,0.0,707.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-160m,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0562,0.0,712.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-160m,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0562,0.0,717.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-160m,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0562,0.0,719.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-160m,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0562,0.0,722.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-160m,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0562,0.0,728.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-160m,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0562,0.0,743.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-160m,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0562,0.0,761.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0438,0.0,813.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,distilbert/distilgpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.039,0.0,847.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-160m,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0562,0.0,854.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,distilbert/distilgpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.039,0.0,861.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-1.3B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0533,0.0,868.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-1.3B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0533,0.0,874.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-1.3B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0533,0.0,880.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-1.3B,1xA10,pytorch,bfloat16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0533,0.0,886.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-1.3B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0533,0.0,894.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-1.3B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0533,0.0,900.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0651,0.0,905.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-410m,1xA10,pytorch,float32,llm-perf | Open LLM | 1xA10,Open LLM score,0.0511,0.0,917.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0651,0.0,921.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0651,0.0,922.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-1.3B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0533,0.0,922.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-1.3B,1xA10,pytorch,float16,llm-perf | Open LLM | 1xA10,Open LLM score,0.0533,0.0,924.0,1,,llm-perf-leaderboard
