task,dataset,model,device,runtime,precision,cell,metric,Q,chance,latency_ms,param_count,gmacs,source
Image classification,ImageNet-1k,repghostnet_200,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.78802,0.001,12.433171702101204,9.8,0.54,timm
Image classification,ImageNet-1k,deit_tiny_distilled_patch16_224,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.7453799999999999,0.001,12.471938139186827,5.91,1.27,timm
Image classification,ImageNet-1k,tf_efficientnetv2_b0,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.78386,0.001,12.532898859506204,7.14,0.73,timm
Image classification,ImageNet-1k,levit_256,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.81506,0.001,12.823800974608874,18.89,1.13,timm
Image classification,ImageNet-1k,ghostnetv2_100,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.7518600000000001,0.001,12.865045670912131,6.16,0.18,timm
Image classification,ImageNet-1k,vit_small_patch32_224,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.7601,0.001,12.891581797086504,22.88,1.15,timm
Image classification,ImageNet-1k,vit_tiny_patch16_224,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.75452,0.001,12.891581797086504,5.72,1.26,timm
Image classification,ImageNet-1k,deit_tiny_patch16_224,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.7219,0.001,12.953367875647668,5.72,1.26,timm
Image classification,ImageNet-1k,efficientnet_b1_pruned,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.78252,0.001,12.955045990413266,6.33,0.4,timm
Image classification,ImageNet-1k,tf_efficientnet_b0,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.7868,0.001,12.95840352468576,5.29,0.4,timm
Image classification,ImageNet-1k,convnext_femto,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.77498,0.001,12.973533990659057,5.22,0.79,timm
Image classification,ImageNet-1k,fbnetv3_b,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.7915399999999999,0.001,12.981955082435414,8.6,0.55,timm
Image classification,ImageNet-1k,fbnetv3_d,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.7865800000000001,0.001,12.99545159194282,10.31,0.52,timm
Image classification,ImageNet-1k,convnext_atto_ols,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.7722,0.001,13.26435866825839,3.7,0.96,timm
Image classification,ImageNet-1k,tf_efficientnet_lite1,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.7667400000000001,0.001,13.338668800853675,5.42,0.62,timm
Image classification,ImageNet-1k,efficientvit_b1,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.80322,0.001,13.529968881071577,9.1,0.87,timm
Image classification,ImageNet-1k,efficientvit_m5,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.7709199999999999,0.001,13.804527885146328,12.47,0.53,timm
Image classification,ImageNet-1k,hgnetv2_b2,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.8156399999999999,0.001,13.873473917869036,11.22,1.15,timm
Image classification,ImageNet-1k,mobilenetv4_conv_medium,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.79916,0.001,13.900472616068948,9.72,1.1,timm
Image classification,ImageNet-1k,convnextv2_femto,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.78476,0.001,13.90240511608508,5.23,0.79,timm
Image classification,ImageNet-1k,rexnet_130,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.7949200000000001,0.001,14.044943820224718,7.56,0.68,timm
Image classification,ImageNet-1k,fbnetv3_d,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.79682,0.001,14.534883720930234,10.31,0.68,timm
Image classification,ImageNet-1k,mobilevitv2_075,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.7561199999999999,0.001,14.55815984859514,2.87,1.05,timm
Image classification,ImageNet-1k,tf_mixnet_s,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.75656,0.001,14.583637159107482,4.13,0.25,timm
Image classification,ImageNet-1k,pit_xs_224,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.78196,0.001,14.65630954125751,10.62,1.4,timm
Image classification,ImageNet-1k,levit_conv_256,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.81506,0.001,14.768867227883623,18.89,1.13,timm
Image classification,ImageNet-1k,edgenext_small,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.81068,0.001,14.779781259237364,5.59,1.26,timm
Image classification,ImageNet-1k,ghostnetv2_130,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.7674599999999999,0.001,14.795088030773782,8.96,0.28,timm
Image classification,ImageNet-1k,visformer_tiny,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.7816,0.001,14.819205690574984,10.32,1.27,timm
Image classification,ImageNet-1k,repvit_m1,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.78542,0.001,14.85884101040119,5.49,0.83,timm
Image classification,ImageNet-1k,pit_xs_distilled_224,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.79172,0.001,14.9947518368571,11.0,1.41,timm
Image classification,ImageNet-1k,efficientnet_es_pruned,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.7501000000000001,0.001,15.048908954100828,5.44,1.81,timm
Image classification,ImageNet-1k,tf_efficientnet_es,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.7660800000000001,0.001,15.053439710973956,5.44,1.81,timm
Image classification,ImageNet-1k,convnext_atto,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.7701600000000001,0.001,15.096618357487923,3.7,0.91,timm
Image classification,ImageNet-1k,efficientnet_es,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.7809999999999999,0.001,15.28117359413203,5.44,1.81,timm
Image classification,ImageNet-1k,mobilenet_edgetpu_v2_m,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.80116,0.001,15.29285823520416,8.46,1.85,timm
Image classification,ImageNet-1k,vit_tiny_r_s16_p8_384,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.7596200000000001,0.001,15.309246785058177,6.36,1.34,timm
Image classification,ImageNet-1k,repvit_m0_9,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.7905800000000001,0.001,15.446400988569664,5.49,0.83,timm
Image classification,ImageNet-1k,tf_efficientnet_cc_b0_4e,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.7732399999999999,0.001,15.499070055796652,13.31,0.41,timm
Image classification,ImageNet-1k,fastvit_t8,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.7717,0.001,15.535187199005748,4.03,0.7,timm
Image classification,ImageNet-1k,rexnet_150,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.80322,0.001,15.569048731122528,9.73,0.9,timm
Image classification,ImageNet-1k,tf_efficientnetv2_b2,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.79208,0.001,15.610365282547612,10.1,1.06,timm
Image classification,ImageNet-1k,mobilenetv3_large_150d,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.80994,0.001,15.634771732332707,14.62,1.03,timm
Image classification,ImageNet-1k,pvt_v2_b0,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.70654,0.001,15.659254619480112,3.67,0.57,timm
Image classification,ImageNet-1k,regnetx_016,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.7944,0.001,15.673981191222571,9.19,1.62,timm
Image classification,ImageNet-1k,efficientnet_b1,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.7759199999999999,0.001,15.676438313215238,7.79,0.59,timm
Image classification,ImageNet-1k,mixnet_s,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.76,0.001,15.68627450980392,4.13,0.25,timm
Image classification,ImageNet-1k,efficientformerv2_s1,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.79684,0.001,15.75795776867318,6.19,0.67,timm
Image classification,ImageNet-1k,mobileone_s2,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.7750400000000001,0.001,15.775358889414736,7.88,1.34,timm
Image classification,ImageNet-1k,mobilenetv4_hybrid_medium,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.80432,0.001,16.053941242575053,11.07,0.98,timm
Image classification,ImageNet-1k,resnet18,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.7328600000000001,0.001,16.07200257152041,11.69,1.82,timm
Image classification,ImageNet-1k,resnet14t,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.7224200000000001,0.001,16.095284081764042,10.08,1.69,timm
Image classification,ImageNet-1k,repvgg_a0,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.72426,0.001,16.118633139909736,9.11,1.52,timm
Image classification,ImageNet-1k,tf_efficientnet_cc_b0_8e,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.77956,0.001,16.294606485253382,24.01,0.42,timm
Image classification,ImageNet-1k,efficientformer_l1,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.80502,0.001,16.31587534671235,12.29,1.3,timm
Image classification,ImageNet-1k,repvit_m1_0,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.8043,0.001,16.423057973394645,7.3,1.13,timm
Image classification,ImageNet-1k,legacy_seresnet18,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.7174200000000001,0.001,16.452780519907865,11.78,1.82,timm
Image classification,ImageNet-1k,convnextv2_atto,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.77794,0.001,16.504373659019638,3.71,0.91,timm
Image classification,ImageNet-1k,poolformerv2_s12,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.78008,0.001,16.5371258475277,11.89,1.83,timm
Image classification,ImageNet-1k,tf_efficientnet_lite2,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.7746999999999999,0.001,16.66944490748458,6.09,0.89,timm
Image classification,ImageNet-1k,resnet34,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.7058,0.001,16.784155756965426,21.8,1.87,timm
Image classification,ImageNet-1k,efficientnet_b1,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.80404,0.001,16.926201760324982,7.79,0.71,timm
Image classification,ImageNet-1k,xcit_tiny_12_p16_224,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.78572,0.001,17.03867779860283,6.72,1.24,timm
Image classification,ImageNet-1k,convnext_pico,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.7951600000000001,0.001,17.10278775440397,9.05,1.37,timm
Image classification,ImageNet-1k,convnext_femto_ols,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.78916,0.001,17.13208840157615,5.23,1.35,timm
Image classification,ImageNet-1k,skresnet18,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.7302,0.001,17.46419839329375,11.96,1.82,timm
Image classification,ImageNet-1k,repvit_m2,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.8046800000000001,0.001,17.565431231336728,8.8,1.36,timm
Image classification,ImageNet-1k,convnext_femto,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.78712,0.001,17.583963425356075,5.22,1.3,timm
Image classification,ImageNet-1k,edgenext_small_rw,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.79596,0.001,17.733640716439083,7.83,1.58,timm
Image classification,ImageNet-1k,mobilenetv4_conv_blur_medium,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.7944599999999999,0.001,17.7430801987225,9.72,1.22,timm
Image classification,ImageNet-1k,repvit_m1_1,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.81314,0.001,17.812611328820804,8.8,1.36,timm
Image classification,ImageNet-1k,efficientnet_b2_pruned,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.79904,0.001,17.828489926903192,8.31,0.73,timm
Image classification,ImageNet-1k,resnet18d,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.74356,0.001,17.87629603146228,11.71,2.06,timm
Image classification,ImageNet-1k,mobilenetv4_conv_medium,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.8089,0.001,17.975912277548083,9.72,1.71,timm
Image classification,ImageNet-1k,ese_vovnet19b_dw,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.77788,0.001,17.98237727027513,6.54,2.22,timm
Image classification,ImageNet-1k,tf_efficientnetv2_b1,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.79518,0.001,18.005041411595247,8.14,1.21,timm
Image classification,ImageNet-1k,mobilenetv4_hybrid_medium,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.8236,0.001,18.02776275464215,11.07,1.29,timm
Image classification,ImageNet-1k,crossvit_tiny_240,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.7335200000000001,0.001,18.066847335140015,7.01,1.57,timm
Image classification,ImageNet-1k,hgnetv2_b2,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.8236199999999999,0.001,18.109380659181458,11.22,1.89,timm
Image classification,ImageNet-1k,poolformer_s12,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.77238,0.001,18.165304268846505,11.92,1.82,timm
Image classification,ImageNet-1k,convnext_pico_ols,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.79542,0.001,18.358729575913348,9.06,1.43,timm
Image classification,ImageNet-1k,tf_efficientnet_b1,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.81388,0.001,18.38573267144696,7.79,0.71,timm
Image classification,ImageNet-1k,efficientnet_b1,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.78806,0.001,18.615040953090094,7.79,0.77,timm
Image classification,ImageNet-1k,mobilevit_xs,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.74618,0.001,18.615040953090094,2.32,1.05,timm
Image classification,ImageNet-1k,xcit_nano_12_p16_384,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.7545999999999999,0.001,18.653236336504385,3.05,1.64,timm
Image classification,ImageNet-1k,ghostnetv2_160,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.7783599999999999,0.001,18.81821603312006,12.39,0.42,timm
Image classification,ImageNet-1k,resnet26,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.75298,0.001,18.889308651303363,16.0,2.36,timm
Image classification,ImageNet-1k,hgnetv2_b3,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.82914,0.001,18.92505677517033,16.29,1.78,timm
Image classification,ImageNet-1k,crossvit_9_240,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.73994,0.001,18.946570670708603,8.55,1.85,timm
Image classification,ImageNet-1k,cs3darknet_m,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.7697400000000001,0.001,19.264110961279137,9.31,2.08,timm
Image classification,ImageNet-1k,cs3darknet_focus_m,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.76754,0.001,19.44012441679627,9.3,1.98,timm
Image classification,ImageNet-1k,mixnet_m,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.77268,0.001,19.443904335990663,5.01,0.36,timm
Image classification,ImageNet-1k,regnetz_b16,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.79864,0.001,19.48558067030397,9.72,1.45,timm
Image classification,ImageNet-1k,crossvit_9_dagger_240,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.7698999999999999,0.001,19.496977968414896,8.78,1.99,timm
Image classification,ImageNet-1k,mobilenet_edgetpu_v2_m,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.80684,0.001,19.527436047646944,8.46,2.42,timm
Image classification,ImageNet-1k,regnety_016,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.8066800000000001,0.001,19.54270080125073,11.2,1.63,timm
Image classification,ImageNet-1k,convnextv2_pico,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.80304,0.001,19.677292404565133,9.07,1.37,timm
Image classification,ImageNet-1k,efficientnet_b2,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.79324,0.001,19.758940920766648,9.11,0.89,timm
Image classification,ImageNet-1k,mobilenetv3_large_150d,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.8183199999999999,0.001,19.968051118210862,14.62,1.61,timm
Image classification,ImageNet-1k,nf_regnet_b1,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.7870999999999999,0.001,20.120724346076457,10.22,0.82,timm
Image classification,ImageNet-1k,legacy_seresnext26_32x4d,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.7709999999999999,0.001,20.2020202020202,16.79,2.49,timm
Image classification,ImageNet-1k,mobilenetv4_conv_blur_medium,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.80152,0.001,20.300446609825418,9.72,1.59,timm
Image classification,ImageNet-1k,mobileone_s3,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.7800199999999999,0.001,20.300446609825418,10.17,1.94,timm
Image classification,ImageNet-1k,mobileone_s0,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.71398,0.001,20.32520325203252,5.29,1.09,timm
Image classification,ImageNet-1k,tf_mixnet_m,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.76952,0.001,20.32933523073796,5.01,0.36,timm
Image classification,ImageNet-1k,convnextv2_femto,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.79342,0.001,20.46245140167792,5.23,1.3,timm
Image classification,ImageNet-1k,mobilevitv2_100,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.7808799999999999,0.001,20.59308072487644,4.9,1.84,timm
Image classification,ImageNet-1k,repvgg_a1,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.7447400000000001,0.001,20.68680182043856,14.09,2.64,timm
Image classification,ImageNet-1k,edgenext_small,CPU i7-12700H,PyTorch 2.4.0 compile,fp32,timm | CPU i7-12700H | PyTorch 2.4.0 compile | fp32,top1,0.81574,0.001,20.94240837696335,5.59,1.97,timm
